phase_1_address,score,e911_address
1290 N ORWELL RD,0.0,1290 ROUTE 7 S
803 SMITH ST,0.0,803 SHEEP FARM RD
1365 N ORWELL RD,0.25,1365 SMEAD RD
809 SMITH ST,0.3333333333333333,809 COLLEGE St
1570 N ORWELL RD,0.0,1570 ROUTE 30
1491 N ORWELL RD,0.2,1491 FULLER MTN. RD
1561 OLD JERUSALEM RD,0.2,1561 LINCOLN GAP RD
2213 RICHVILLE RD,0.3333333333333333,2213 MOUNTAIN RD
1923 VT ROUTE 74 W,0.2,1923 ROUTE 74W
51 PHILION RD,0.3333333333333333,51 RAYMOND RD
1731 VT ROUTE 74 W,0.2,1731 ROUTE 74W
1750 OLD JERUSALEM RD,0.25,1750 BUTZ RD
1770 OLD JERUSALEM RD,0.2,1770 N HOLLOW RD
218 JENISON RD,0.3333333333333333,218 BRIGGS RD
12 DEWEY RD,0.3333333333333333,12 ESTEY RD
1104 SMITH ST,0.3333333333333333,1104 W St
90 JENISON RD,0.3333333333333333,90 CREAMERY RD
340 JENISON RD,0.3333333333333333,340 W RD
1206 SCHOOL ST,0.0,1206 BURPEE RD
1175 SCHOOL ST,0.0,1175 MIDDLE RD
1321 SMITH ST,0.3333333333333333,1321 EXCHANGE St
1498 RICHVILLE RD,0.3333333333333333,1498 BURPEE RD
740 JENISON RD,0.3333333333333333,740 HALLADAY RD
1452 RICHVILLE RD,0.3333333333333333,1452 MIDDLE RD
1547 RICHVILLE RD,0.3333333333333333,1547 MONKTON RD
1633 VT ROUTE 74 W,0.2,1633 ROUTE 74W
1449 RICHVILLE RD,0.3333333333333333,1449 BRISTOL RD
1079 SCHOOL ST,0.3333333333333333,1079 W St
1315 SMITH ST,0.0,1315 MOUNTAIN RD EXTENSION
39 PAIGE RD,0.3333333333333333,39 BOWMAN RD
640 WEBSTER RD,0.25,640 SHEEP FARM RD
243 N MAIN ST,0.25,243 FOOTE St
337 SHACKSBORO RD,0.3333333333333333,337 W RD
1449 SMITH ST,0.0,1449 ELDER HILL RD
744 WEBSTER RD,0.3333333333333333,744 MORGAN RD
1374 VT ROUTE 74 W,0.0,1374 RIDGE RD
1527 SMITH ST,0.0,1527 LINCOLN RD
1330 VT ROUTE 74 W,0.2,1330 ROUTE 125
1020 WEBSTER RD,0.3333333333333333,1020 TRI-TOWN RD
929 VT ROUTE 74 W,0.2,929 ROUTE 74W
791 BUTTOLPH RD,0.3333333333333333,791 DAKIN RD
283 N MAIN ST,0.0,283 STICKNEY RD
200 BURGESS RD,0.3333333333333333,200 HEWITT RD
555 WITHERELL RD,0.3333333333333333,555 PLANK RD
893 BUTTOLPH RD,0.3333333333333333,893 MONKTON RD
848 WITHERELL RD,0.25,848 S 116 RD
850 WITHERELL RD,0.3333333333333333,850 SHACKETT RD
369 WITHERELL RD,0.25,369 HAPPY VALLEY RD
277 WITHERELL RD,0.3333333333333333,277 W RD
300 N MAIN ST,0.6666666666666666,300 MAIN St
3606 OLD JERUSALEM RD,0.25,3606 LELAND RD
655 VT ROUTE 74 W,0.2,655 ROUTE 74W
1250 WEBSTER RD,0.25,1250 MASTON HILL RD
708 WITHERELL RD,0.3333333333333333,708 PANTON RD
1050 VT ROUTE 74 W,0.2,1050 ROUTE 74W
25 BASIN HARBOR RD,0.25,25 MONKTON RD
1282 WEBSTER RD,0.3333333333333333,1282 MOUNTAIN RD
1052 VT ROUTE 74 W,0.0,1052 MOUNTAIN RD
616 VT ROUTE 74 W,0.2,616 ROUTE 74W
1054 VT ROUTE 74 W,0.0,1054 BURPEE RD
1048 VT ROUTE 74 W,0.0,1048 BASIN HARBOR RD
3091 WATCH POINT RD,0.25,3091 BRISTOL RD
3066 WATCH POINT RD,0.2,3066 QUAKER VILLAGE RD
1986 SMITH ST,0.3333333333333333,1986 JERSEY St
129 STICKNEY RD,0.3333333333333333,129 MARKET RD
147 STICKNEY RD,0.3333333333333333,147 PERKINS RD
3549 VT ROUTE 22A,0.6666666666666666,3549 ROUTE 22A
3533 VT ROUTE 22A,0.6666666666666666,3533 ROUTE 22A
156 SCHOOL RD,0.3333333333333333,156 W RD
61 OLIVER HOWE CT,0.0,61 S WATER St
1217 SHACKSBORO RD,0.3333333333333333,1217 MONKTON RD
130 SCHOOL RD,0.3333333333333333,130 MIDDLE RD
3442 VT ROUTE 22A,0.6666666666666666,3442 ROUTE 22A
80 GIBEAULT RD,0.3333333333333333,80 WHITFORD RD
53 FIREHOUSE RD,0.3333333333333333,53 SHOREHAM-WHITING RD
3351 VT ROUTE 22A,0.6666666666666666,3351 ROUTE 22A
1591 BUTTOLPH RD,0.25,1591 N HOLLOW RD
3297 VT ROUTE 22A,0.6666666666666666,3297 ROUTE 22A
416 MAIN ST,0.6666666666666666,416 E MAIN St
3296 VT ROUTE 22A,0.6666666666666666,3296 ROUTE 22A
887 WATCH POINT RD,0.25,887 DOWNINGSVILLE RD
1613 BUTTOLPH RD,0.25,1613 SNAKE MOUNTAIN RD
1620 BUTTOLPH RD,0.3333333333333333,1620 RIDGE RD
841 TOTTINGHAM RD,0.25,841 FLORA WHITE RD
65 INN RD,0.3333333333333333,65 NOTCH RD
133 LAKE ST,0.3333333333333333,133 GREEN St
1725 CUTTING HILL RD,0.0,1725 S St
702 WATCH POINT RD,0.25,702 CARLSTROM RD
664 WATCH POINT RD,0.25,664 TRI-TOWN RD
3231 VT ROUTE 22A,0.6666666666666666,3231 ROUTE 22A
3205 VT ROUTE 22A,0.6666666666666666,3205 ROUTE 22A
3183 VT ROUTE 22A,0.0,3183 CASE St
831 BASIN HARBOR RD,0.25,831 HOPKINS RD
3167 VT ROUTE 22A,0.0,3167 LIME KILN RD
3185 VT ROUTE 22A,0.0,3185 N HOLLOW RD
3101 VT ROUTE 22A,0.0,3101 LAKE DUNMORE RD
3130 VT ROUTE 22A,0.6666666666666666,3130 ROUTE 22A
2569 SMITH ST,0.3333333333333333,2569 S St
3083 VT ROUTE 22A,0.6666666666666666,3083 ROUTE 22A
1860 BUTTOLPH RD,0.3333333333333333,1860 GREENBUSH RD
405 HUBBARD RD,0.3333333333333333,405 BROWNS RD
1890 BUTTOLPH RD,0.3333333333333333,1890 LELAND RD
3028 VT ROUTE 22A,0.6666666666666666,3028 ROUTE 22A
410 HUBBARD RD,0.3333333333333333,410 LEICESTER-WHITING RD
1875 BUTTOLPH RD,0.25,1875 MASTON HILL RD
2006 CUTTING HILL RD,0.2,2006 S MIDDLEBROOK RD
2000 CUTTING HILL RD,0.5,2000 CHANDLER HILL RD
2987 VT ROUTE 22A,0.6666666666666666,2987 ROUTE 22A
2972 VT ROUTE 22A,0.6666666666666666,2972 ROUTE 22A
2936 VT ROUTE 22A,0.0,2936 JERSEY St S
474 TOTTINGHAM RD,0.3333333333333333,474 ECHO RD
120 VT ROUTE 74 E,0.0,120 PANTON RD
2106 CUTTING HILL RD,0.25,2106 HARDSCRABBLE RD
186 VT ROUTE 74 E,0.0,186 MAIN St
156 VT ROUTE 74 E,0.0,156 S MAPLE St
118 VT ROUTE 74 E,0.16666666666666666,118 E RIVER RD
214 VT ROUTE 74 E,0.2,214 ROUTE 73
232 VT ROUTE 74 E,0.2,232 ROUTE 74E
113 VT ROUTE 74 E,0.0,113 N St
314 VT ROUTE 74 E,0.2,314 ROUTE 74E
2846 VT ROUTE 22A,0.6666666666666666,2846 ROUTE 22A
23 VT ROUTE 74 E,0.2,23 ROUTE 74E
318 VT ROUTE 74 E,0.2,318 ROUTE 22A
220 NORTH RD,0.3333333333333333,220 N RD
376 VT ROUTE 74 E,0.2,376 ROUTE 74E
2758 VT ROUTE 22A,0.6666666666666666,2758 ROUTE 22A
213 VT ROUTE 74 E,0.2,213 ROUTE 74E
267 NORTH RD,0.3333333333333333,267 FAY RD
2682 VT ROUTE 22A,0.6666666666666666,2682 ROUTE 22A
244 NORTH RD,0.3333333333333333,244 N RD
258 NORTH RD,0.3333333333333333,258 N RD
2138 SHACKSBORO RD,0.3333333333333333,2138 HARDSCRABBLE RD
2131 SHACKSBORO RD,0.0,2131 VT ROUTE 100
738 LAKE ST,0.3333333333333333,738 BOARDMAN St
742 LAKE ST,0.0,742 PERKINS RD
740 LAKE ST,0.0,740 HALLADAY RD
673 VT ROUTE 74 E,0.2,673 ROUTE 74E
2445 VT ROUTE 22A,0.6666666666666666,2445 ROUTE 22A
738 VT ROUTE 74 E,0.2,738 ROUTE 74E
652 N MAIN ST,0.0,652 BOTSFORD RD
2322 VT ROUTE 22A,0.6666666666666666,2322 ROUTE 22A
6333 VT ROUTE 30,0.6666666666666666,6333 ROUTE 30
884 VT ROUTE 74 E,0.0,884 TRI-TOWN RD
886 VT ROUTE 74 E,0.16666666666666666,886 ROUTE 7 S
2897 CUTTING HILL RD,0.2,2897 LAPHAM BAY RD
883 VT ROUTE 74 E,0.2,883 ROUTE 74E
6259 VT ROUTE 30,0.6666666666666666,6259 ROUTE 30
927 VT ROUTE 74 E,0.2,927 ROUTE 74E
181 MORGAN RD,0.3333333333333333,181 KEYES RD
864 W SALISBURY RD,0.25,864 SMEAD RD
560 DEWEY RD,0.3333333333333333,560 COUNTY RD
6183 VT ROUTE 30,0.6666666666666666,6183 ROUTE 30
543 DEWEY RD,0.3333333333333333,543 HAWKINS RD
1089 VT ROUTE 74 E,0.2,1089 ROUTE 125
1030 PALMER RD,0.3333333333333333,1030 BURPEE RD
1138 VT ROUTE 74 E,0.2,1138 ROUTE 74E
2142 QUIET VALLEY RD,0.0,2142 MAPLE St EXT
649 MORGAN RD,0.3333333333333333,649 PRUNIER RD
1145 VT ROUTE 74 E,0.2,1145 ROUTE 74E
589 DELONG RD,0.25,589 LAKE DUNMORE RD
6039 VT ROUTE 30,0.6666666666666666,6039 ROUTE 30
712 MORGAN RD,0.3333333333333333,712 QUARRY RD
1967 VT ROUTE 22A,0.6666666666666666,1967 ROUTE 22A
1177 VT ROUTE 74 E,0.2,1177 ROUTE 74E
5979 VT ROUTE 30,0.6666666666666666,5979 ROUTE 30
5949 VT ROUTE 30,0.6666666666666666,5949 ROUTE 30
446 DELONG LN,0.3333333333333333,446 MEAD Ln
510 DELONG RD,0.3333333333333333,510 ROCKYDALE RD
1311 VT ROUTE 74 E,0.2,1311 ROUTE 125
5840 VT ROUTE 30,0.6666666666666666,5840 ROUTE 30
5835 VT ROUTE 30,0.6666666666666666,5835 ROUTE 30
1771 VT ROUTE 22A,0.6666666666666666,1771 ROUTE 22A
278 PALMER RD,0.3333333333333333,278 N RD
1718 VT ROUTE 22A,0.6666666666666666,1718 ROUTE 22A
5774 VT ROUTE 30,0.6666666666666666,5774 ROUTE 30
5777 VT ROUTE 30,0.6666666666666666,5777 ROUTE 30
1453 VT ROUTE 74 E,0.2,1453 ROUTE 74E
1701 VT ROUTE 22A,0.6666666666666666,1701 ROUTE 22A
124 DEWEY RD,0.3333333333333333,124 PANTON RD
1044 DELONG RD,0.0,1044 US ROUTE 7
280 DELONG LN,0.3333333333333333,280 LEDGEMONT Ln
1874 S BINGHAM ST,0.0,1874 ROUTE 74
1712 VT ROUTE 22A,0.6666666666666666,1712 ROUTE 22A
5680 VT ROUTE 30,0.6666666666666666,5680 ROUTE 30
1514 VT ROUTE 74 E,0.2,1514 ROUTE 74E
220 DELONG LN,0.3333333333333333,220 WAY Ln
1635 VT ROUTE 22A,0.6666666666666666,1635 ROUTE 22A
1527 VT ROUTE 74 E,0.2,1527 ROUTE 74E
1604 VT ROUTE 22A,0.6666666666666666,1604 ROUTE 22A
316 DOUGLAS RD,0.3333333333333333,316 LEICESTER-WHITING RD
1609 VT ROUTE 74 E,0.0,1609 S MIDDLEBROOK RD
134 CREEK RD,0.3333333333333333,134 CHURCH RD
268 BATES RD,0.3333333333333333,268 PAINTER RD
1558 VT ROUTE 22A,0.6666666666666666,1558 ROUTE 22A
1639 VT ROUTE 74 E,0.2,1639 ROUTE 74E
1571 VT ROUTE 22A,0.6666666666666666,1571 ROUTE 22A
214 LELAND RD,0.3333333333333333,214 BARNES RD
1556 VT ROUTE 22A,0.6666666666666666,1556 ROUTE 22A
1175 WOOSTER RD,0.3333333333333333,1175 MIDDLE RD
1135 WOOSTER RD,0.25,1135 N HOLLOW RD
150 LELAND RD,0.3333333333333333,150 MURRAY RD
1707 VT ROUTE 74 E,0.2,1707 ROUTE 74E
11 ANGEL RD,0.3333333333333333,11 BOWMAN RD
1420 VT ROUTE 22A,0.6666666666666666,1420 ROUTE 22A
455 SINGING HILLS DR,0.0,455 CAVE RD
21 ANGEL RD,0.3333333333333333,21 BOWMAN RD
464 WOOSTER RD,0.3333333333333333,464 CARR RD
968 WOOSTER RD,0.25,968 FULLER MTN. RD
1001 N CREAM HILL RD,0.2,1001 SWINTON RD
1321 VT ROUTE 22A,0.6666666666666666,1321 ROUTE 22A
1330 VT ROUTE 22A,0.6666666666666666,1330 ROUTE 22A
5322 VT ROUTE 30,0.6666666666666666,5322 ROUTE 30
2801 BASIN HARBOR RD,0.25,2801 WEYBRDIGE RD
5283 VT ROUTE 30,0.6666666666666666,5283 ROUTE 30
170 ANGEL RD,0.3333333333333333,170 HEATH RD
1241 VT ROUTE 22A,0.6666666666666666,1241 ROUTE 22A
51 N PALMER RD,0.6666666666666666,51 PALMER RD
5217 VT ROUTE 30,0.6666666666666666,5217 ROUTE 30
2014 VT ROUTE 74 E,0.2,2014 ROUTE 30
2088 VT ROUTE 74 E,0.2,2088 ROUTE 74E
5129 VT ROUTE 30,0.6666666666666666,5129 ROUTE 30
2126 VT ROUTE 74 E,0.16666666666666666,2126 US ROUTE 7
2960 BASIN HARBOR RD,0.0,2960 ETHAN ALLEN HIGHWAY
5081 VT ROUTE 30,0.6666666666666666,5081 ROUTE 30
1093 QUIET VALLEY RD,0.25,1093 LELAND RD
5013 VT ROUTE 30,0.6666666666666666,5013 ROUTE 30
995 VT ROUTE 22A,0.6666666666666666,995 ROUTE 22A
4969 VT ROUTE 30,0.6666666666666666,4969 ROUTE 30
2232 VT ROUTE 74 E,0.2,2232 ROUTE 74E
2293 VT ROUTE 74 E,0.2,2293 ROUTE 74E
3175 BASIN HARBOR RD,0.25,3175 ROTAX RD
2341 VT ROUTE 74 E,0.2,2341 ROUTE 74E
465 SHARD VILLA RD,0.25,465 WHITFORD RD
4867 VT ROUTE 30,0.6666666666666666,4867 ROUTE 30
2393 VT ROUTE 74 E,0.2,2393 ROUTE 74E
587 MIDDLE RD,0.25,587 OLD HOLLOW RD
2431 VT ROUTE 74 E,0.2,2431 ROUTE 74E
4799 VT ROUTE 30,0.6666666666666666,4799 ROUTE 30
4740 VT ROUTE 30,0.6666666666666666,4740 ROUTE 30
4741 VT ROUTE 30,0.6666666666666666,4741 ROUTE 30
589 SHARD VILLA RD,0.2,589 LAKE DUNMORE RD
375 ELMENDORF RD,0.3333333333333333,375 DOUGLAS RD
2602 VT ROUTE 74 E,0.2,2602 ROUTE 74E
4715 VT ROUTE 30,0.6666666666666666,4715 ROUTE 30
1305 LAPHAM BAY RD,0.2,1305 FRENCH SETTLEMENT RD
1293 LAPHAM BAY RD,0.25,1293 LELAND RD
655 SHARD VILLA RD,0.25,655 JAMES RD
584 VT ROUTE 22A,0.6666666666666666,584 ROUTE 22A
4633 VT ROUTE 30,0.6666666666666666,4633 ROUTE 30
670 SHARD VILLA RD,0.2,670 SPENCER FARM RD
2649 VT ROUTE 74 E,0.2,2649 ROUTE 74E
539 VT ROUTE 22A,0.6666666666666666,539 ROUTE 22A
4534 VT ROUTE 30,0.6666666666666666,4534 ROUTE 30
501 LAPHAM BAY RD,0.25,501 GRANDEY RD
717 PIDGEON RD W,0.25,717 MONKTON RD
725 SHARD VILLA RD,0.0,725 WEYBRIDGE St
711 PIDGEON RD W,0.25,711 DELONG RD
4533 VT ROUTE 30,0.6666666666666666,4533 ROUTE 30
2311 HAPPY VALLEY RD,0.2,2311 S LINCOLN RD
733 SHARD VILLA RD,0.25,733 CRAM RD
657 S BINGHAM ST,0.5,657 N BINGHAM ST
2763 VT ROUTE 74 E,0.2,2763 ROUTE 74E
450 VT ROUTE 22A,0.6666666666666666,450 ROUTE 22A
2799 VT ROUTE 74 E,0.0,2799 LEICESTER WHITING RD
2801 VT ROUTE 74 E,0.2,2801 ROUTE 74E
4440 VT ROUTE 30,0.6666666666666666,4440 ROUTE 30
690 ELMENDORF RD,0.3333333333333333,690 MIDDLEBROOK RD
55 STORY DR,0.3333333333333333,55 MACDONOUGH Dr
123 STORY DR,0.25,123 GOOSE BAY DR
2861 VT ROUTE 74 E,0.2,2861 ROUTE 74E
2922 VT ROUTE 74 E,0.2,2922 ROUTE 74E
4340 VT ROUTE 30,0.6666666666666666,4340 ROUTE 30
2968 VT ROUTE 74 E,0.2,2968 ROUTE 74E
2183 N CREAM HILL RD,0.0,2183 ROUTE 7 S
444 S BINGHAM ST,0.2,444 E MAIN St
950 DOOLITTLE RD,0.3333333333333333,950 ZENO RD
4245 VT ROUTE 30,0.6666666666666666,4245 ROUTE 30
258 AUDET RD,0.3333333333333333,258 N RD
4174 VT ROUTE 30,0.6666666666666666,4174 ROUTE 30
256 AUDET RD,0.3333333333333333,256 N RD
506 DOOLITTLE RD,0.3333333333333333,506 HEMENWAY RD
569 COLUMBUS SMITH RD,0.25,569 MONKTON RD
286 S BINGHAM ST,0.0,286 ROUTE 30
3340 VT ROUTE 74 E,0.2,3340 ROUTE 74E
4002 VT ROUTE 30,0.6666666666666666,4002 ROUTE 30
134 S BINGHAM ST,0.25,134 N St
2463 VT ROUTE 74,0.6666666666666666,2463 ROUTE 74
3958 VT ROUTE 30,0.6666666666666666,3958 ROUTE 30
2465 VT ROUTE 74,0.0,2465 LAKE St
3866 VT ROUTE 74 E,0.2,3866 ROUTE 74E
2535 VT ROUTE 74,0.6666666666666666,2535 ROUTE 74
2579 VT ROUTE 74,0.6666666666666666,2579 ROUTE 74
2273 VT ROUTE 74,0.0,2273 SAND RD
3932 VT ROUTE 74 E,0.2,3932 ROUTE 74E
4601 VT ROUTE 74 E,0.2,4601 ROUTE 74E
2271 VT ROUTE 74,0.6666666666666666,2271 ROUTE 74
2217 VT ROUTE 74,0.6666666666666666,2217 ROUTE 74
2462 VT ROUTE 74,0.6666666666666666,2462 ROUTE 74
2141 VT ROUTE 74,0.6666666666666666,2141 ROUTE 74
1969 VT ROUTE 74,0.0,1969 WEYBRIDGE RD
2099 VT ROUTE 74,0.0,2099 MOUNTAIN RD
1967 VT ROUTE 74,0.6666666666666666,1967 ROUTE 74
33 WEST ST,0.3333333333333333,33 W St
2098 VT ROUTE 74,0.6666666666666666,2098 ROUTE 74
3967 VT ROUTE 74 E,0.2,3967 ROUTE 74E
1635 VT ROUTE 74,0.6666666666666666,1635 ROUTE 74
1874 VT ROUTE 74,0.6666666666666666,1874 ROUTE 74
3969 VT ROUTE 74 E,0.0,3969 MUNGER St
1986 VT ROUTE 74,0.6666666666666666,1986 ROUTE 74
1770 VT ROUTE 74,0.0,1770 N HOLLOW RD
110 WEST ST,0.3333333333333333,110 GREEN St
3809 VT ROUTE 30,0.6666666666666666,3809 ROUTE 30
635 CLARK RD,0.25,635 TWITCHELL HILL RD
1501 VT ROUTE 74,0.6666666666666666,1501 ROUTE 74
3749 VT ROUTE 30,0.2,3749 ROUTE 7 S
2100 VT ROUTE 74,0.6666666666666666,2100 ROUTE 74
1503 SHARD VILLA RD,0.2,1503 LEICESTER WHITING RD
2020 VT ROUTE 74,0.6666666666666666,2020 ROUTE 74
3697 VT ROUTE 30,0.6666666666666666,3697 ROUTE 30
1625 SHARD VILLA RD,0.25,1625 LINCOLN RD
294 WEST ST,0.3333333333333333,294 W St
3641 VT ROUTE 30,0.6666666666666666,3641 ROUTE 30
430 SLADE RD,0.3333333333333333,430 ROCKYDALE RD
1919 SHARD VILLA RD,0.25,1919 MONKTON RD
1975 SHARD VILLA RD,0.0,1975 PAROUTERIDGE TRAIL
3372 VT ROUTE 30,0.6666666666666666,3372 ROUTE 30
1960 SHARD VILLA RD,0.25,1960 MIDDLE RD
3356 VT ROUTE 30,0.6666666666666666,3356 ROUTE 30
3220 VT ROUTE 30,0.6666666666666666,3220 ROUTE 30
706 WEST ST,0.3333333333333333,706 W St
3263 VT ROUTE 30,0.6666666666666666,3263 ROUTE 30
3169 VT ROUTE 30,0.6666666666666666,3169 ROUTE 30
3129 VT ROUTE 30,0.6666666666666666,3129 ROUTE 30
124 LAMBERT LN,0.3333333333333333,124 PINE LN
3099 VT ROUTE 30,0.6666666666666666,3099 ROUTE 30
3075 VT ROUTE 30,0.6666666666666666,3075 ROUTE 30
2370 MIDDLE RD,0.25,2370 LEICESTER WHITING RD
546 PEET RD,0.25,546 MILE POINT RD
655 BLAKE ROY RD,0.25,655 JAMES RD
2189 MIDDLE RD,0.25,2189 N BRANCH RD
2991 VT ROUTE 30,0.6666666666666666,2991 ROUTE 30
654 PEET RD,0.3333333333333333,654 BRISTOL RD
540 PEET RD,0.25,540 SHAMPENY HILL RD
2900 VT ROUTE 30,0.6666666666666666,2900 ROUTE 30
2846 VT ROUTE 30,0.6666666666666666,2846 ROUTE 30
23 PEET RD,0.3333333333333333,23 HOPKINS RD
2742 VT ROUTE 30,0.6666666666666666,2742 ROUTE 30
365 SHARD VILLA RD,0.25,365 DUCLOS RD
1240 WEST ST,0.0,1240 MOUNTAIN RD
2711 B VT ROUTE 30,0.5,2711 ROUTE 30
1257 WEST ST,0.3333333333333333,1257 W St
1245 WEST ST,0.3333333333333333,1245 GREEN St
2711 VT ROUTE 30,0.6666666666666666,2711 ROUTE 30
2706 VT ROUTE 30,0.6666666666666666,2706 ROUTE 30
18 VT ROUTE 74,0.6666666666666666,18 ROUTE 74
2629 VT ROUTE 30,0.6666666666666666,2629 ROUTE 30
2598 VT ROUTE 30,0.6666666666666666,2598 ROUTE 30
1307 N BINGHAM ST,0.0,1307 UPPER NOTCH RD
2529 VT ROUTE 30,0.6666666666666666,2529 ROUTE 30
2513 VT ROUTE 30,0.6666666666666666,2513 ROUTE 30
2487 VT ROUTE 30,0.6666666666666666,2487 ROUTE 30
1333 N BINGHAM ST,0.25,1333 E St
2484 VT ROUTE 30,0.6666666666666666,2484 ROUTE 30
2440 VT ROUTE 30,0.6666666666666666,2440 ROUTE 30
2420 VT ROUTE 30,0.6666666666666666,2420 ROUTE 30
92 TILDEN RD,0.3333333333333333,92 HUNT RD
701 MORSE RD,0.3333333333333333,701 BARROWS RD
2239 VT ROUTE 30,0.6666666666666666,2239 ROUTE 30
1776 WEST ST,0.0,1776 TOWN LINE RD
179 MORSE RD,0.3333333333333333,179 MURRAY RD
2141 VT ROUTE 30,0.25,2141 ROUTE 74
2970 SOUTH ST EXT,0.0,2970 LIME KILM RD
2144 VT ROUTE 30,0.6666666666666666,2144 ROUTE 30
1017 SPERRY RD,0.3333333333333333,1017 RIDGE RD
2014 VT ROUTE 30,0.6666666666666666,2014 ROUTE 30
2035 VT ROUTE 30,0.0,2035 WEYBRIDGE RD
1876 N BINGHAM ST,0.0,1876 CARLSTROM RD
2015 VT ROUTE 30,0.6666666666666666,2015 ROUTE 30
1989 VT ROUTE 30,0.6666666666666666,1989 ROUTE 30
1974 WEST ST,0.3333333333333333,1974 W St
1952 VT ROUTE 30,0.6666666666666666,1952 ROUTE 30
2054 WEST ST,0.3333333333333333,2054 W St
1860 VT ROUTE 30,0.6666666666666666,1860 ROUTE 30
2667 SOUTH ST EXT,0.0,2667 LOWER NOTCH RD
1339 HALLADAY RD,0.3333333333333333,1339 JERUSALEM RD
529 ROBBINS RD,0.3333333333333333,529 CROSS RD
500 ROBBINS RD,0.3333333333333333,500 BURPEE RD
1762 VT ROUTE 30,0.6666666666666666,1762 ROUTE 30
1722 VT ROUTE 30,0.6666666666666666,1722 ROUTE 30
425 ROBBINS RD,0.3333333333333333,425 RIVER RD
1720 VT ROUTE 30,0.0,1720 MOUNTAIN RD
495 ROBBINS RD,0.25,495 CLARK WOODS RD
1645 VT ROUTE 30,0.6666666666666666,1645 ROUTE 30
1634 VT ROUTE 30,0.6666666666666666,1634 ROUTE 30
2367 WEST ST,0.0,2367 HAPPY VALLEY RD
1570 VT ROUTE 30,0.6666666666666666,1570 ROUTE 30
1571 VT ROUTE 30,0.6666666666666666,1571 ROUTE 30
2369 WEST ST,0.0,2369 BUTTON BAY RD
1547 VT ROUTE 30,0.6666666666666666,1547 ROUTE 30
1484 VT ROUTE 30,0.6666666666666666,1484 ROUTE 30
1488 VT ROUTE 30,0.6666666666666666,1488 ROUTE 30
1491 VT ROUTE 30,0.6666666666666666,1491 ROUTE 30
1453 VT ROUTE 30,0.25,1453 ROUTE 74E
1439 VT ROUTE 30,0.6666666666666666,1439 ROUTE 30
2565 WEST ST,0.3333333333333333,2565 W St
2546 WEST ST,0.3333333333333333,2546 W St
1383 VT ROUTE 30,0.6666666666666666,1383 ROUTE 30
1708 SPERRY RD,0.3333333333333333,1708 QUARRY RD
1364 VT ROUTE 30,0.6666666666666666,1364 ROUTE 30
1339 VT ROUTE 30,0.6666666666666666,1339 ROUTE 30
1337 VT ROUTE 30,0.5,1337 VT ROUTE 17
1283 VT ROUTE 30,0.6666666666666666,1283 ROUTE 30
736 TULLEY RD,0.0,736 LAKE ST
1239 VT ROUTE 30,0.6666666666666666,1239 ROUTE 30
1195 VT ROUTE 30,0.6666666666666666,1195 ROUTE 30
255 RIDGE RD,0.3333333333333333,255 SAND RD
325 RIDGE RD,0.25,325 MOUNT INDEPENDENCE RD
1118 VT ROUTE 30,0.25,1118 ROUTE 125
1117 VT ROUTE 30,0.6666666666666666,1117 ROUTE 30
1024 VT ROUTE 30,0.6666666666666666,1024 ROUTE 30
881 VT ROUTE 30,0.6666666666666666,881 ROUTE 30
625 VT ROUTE 30,0.6666666666666666,625 ROUTE 30
882 VT ROUTE 30,0.6666666666666666,882 ROUTE 30
761 VT ROUTE 30,0.6666666666666666,761 ROUTE 30
241 CIDER MILL RD,0.25,241 MONKTON RD
240 BEAVER BROOK RD,0.25,240 MOODY RD
687 VT ROUTE 30,0.6666666666666666,687 ROUTE 30
750 VT ROUTE 30,0.6666666666666666,750 ROUTE 30
307 FOOTE FARM RD,0.25,307 MONKTON RD
381 FOOTE FARM RD,0.25,381 TRI-TOWN RD
265 FOOTE FARM RD,0.25,265 BARNES RD
152 BURR OAK LN,0.25,152 MERINO Ln
560 VT ROUTE 30,0.6666666666666666,560 ROUTE 30
455 CIDER MILL RD,0.25,455 CAVE RD
76 BEAVER BROOK RD,0.25,76 MEIGS RD
459 CIDER MILL RD,0.2,459 QUAKER VILLAGE RD
486 CIDER MILL RD,0.25,486 ROCKYDALE RD
656 VT ROUTE 30,0.6666666666666666,656 ROUTE 30
470 FOOTE FARM RD,0.25,470 MONKTON RD
496 VT ROUTE 30,0.6666666666666666,496 ROUTE 30
455 VT ROUTE 30,0.6666666666666666,455 ROUTE 30
422 VT ROUTE 30,0.6666666666666666,422 ROUTE 30
388 VT ROUTE 30,0.6666666666666666,388 ROUTE 30
292 VT ROUTE 30,0.6666666666666666,292 ROUTE 30
286 VT ROUTE 30,0.6666666666666666,286 ROUTE 30
3855 VT ROUTE 125,0.6666666666666666,3855 ROUTE 125
256 SNAKE MOUNTAIN RD,0.25,256 N RD
2293 VT ROUTE 125,0.25,2293 ROUTE 74E
2209 VT ROUTE 125,0.6666666666666666,2209 ROUTE 125
258 SNAKE MOUNTAIN RD,0.6666666666666666,258 MOUNTAIN RD
2013 VT ROUTE 125,0.6666666666666666,2013 ROUTE 125
2170 VT ROUTE 125,0.6666666666666666,2170 ROUTE 125
1771 VT ROUTE 125,0.25,1771 ROUTE 22A
1769 VT ROUTE 125,0.6666666666666666,1769 ROUTE 125
610 SNAKE MOUNTAIN RD,0.5,610 SNAKE MTN RD
