address,score,e911_address
499 westside dr,0.3333333333333333,499 WSIDE DR
34 thomas cir,0.3333333333333333,34 THOMAS CIRCLE
3180 lake dunmore rd,0.16666666666666666,3180 MORGAN HORSE FARM RD
3717 us route 7,0.6666666666666666,3717 ROUTE 7
335 singing cedars rd,0.6666666666666666,335 SINGING CEDARS
4 first st,0.3333333333333333,4 HIGH St
350 leisure ln,1.0,350 LEISURE LN
239 brickyard rd,1.0,239 BRICKYARD RD
2191 green st,0.6666666666666666,2191 GREEN St EXT
17 union st,1.0,17 UNION St
7 hillside acres,1.0,7 HILLSIDE ACRES
1296 hooker rd,1.0,1296 HOOKER RD
321 cross rd,1.0,321 CROSS RD
17 thomas cir,0.3333333333333333,17 THOMAS CIRCLE
144 partridge trl,0.3333333333333333,144 PAROUTERIDGE TRL
176 atkins farm rd,1.0,176 ATKINS FARM RD
223 commodore dr,0.3333333333333333,223 MOUNTAINVIEW DR
9 first st,0.3333333333333333,9 W St
161 rabbit run,1.0,161 RABBIT RUN
287 main st,0.0,287 COBBS CORNER RD
61 s water st,1.0,61 S WATER St
87 delorm rd,0.3333333333333333,87 N RD
473 pea ridge rd,1.0,473 PEA RIDGE RD
532 kelsey ln,1.0,532 KELSEY LN
2997 lake dunmore rd,1.0,2997 LAKE DUNMORE RD
35 east st,0.3333333333333333,35 MAIN St
1772 monkton rd,1.0,1772 MONKTON RD
516 hawkins rd,1.0,516 HAWKINS RD
31 first st,0.3333333333333333,31 E St
444 kelsey ln,1.0,444 KELSEY LN
3 sunset dr,1.0,3 SUNSET Dr
5 ice house ct,0.5,5 ICE HOUSE COUROUTE
60 s maple st,1.0,60 S MAPLE St
14 wicker ln,1.0,14 WICKER LN
102 old sawmill rd,1.0,102 OLD SAWMILL RD
300 leduc rd,1.0,300 LEDUC RD
100 cardinal ave,0.0,100 GREEN St
1834 plank rd,1.0,1834 PLANK RD
2283 hooker rd,1.0,2283 HOOKER RD
161 bay shore dr,1.0,161 BAY SHORE DR
7325 ethan allen hwy,0.5,7325 ETHAN ALLEN HIGHWAY
4791 sand rd,1.0,4791 SAND RD
34 ferson rd,1.0,34 FERSON RD
100 macdonough dr,1.0,100 MACDONOUGH Dr
9 thomas cir,0.3333333333333333,9 THOMAS CIRCLE
135 main st,1.0,135 MAIN St
24 s maple st,1.0,24 S MAPLE St
2799 leicester whiting rd,1.0,2799 LEICESTER WHITING RD
36 bowman rd,1.0,36 BOWMAN RD
161 blue heron ln,1.0,161 BLUE HERON Ln
12 monkton rd,0.3333333333333333,12 ESTEY RD
2789 leicester whiting rd,1.0,2789 LEICESTER WHITING RD
36 chickadee ave,0.0,36 MACDONOUGH Dr
956 shackett rd,1.0,956 SHACKETT RD
16 chipmans point rd,0.5,16 CHIPMAN POINT RD
507 singing cedars rd,0.25,507 HAND RD
1405 delorm rd,1.0,1405 DELORM RD
219 s main st,1.0,219 S MAIN St
962 smead rd,1.0,962 SMEAD RD
70 windy knoll ln,1.0,70 WINDY KNOLL Ln
9 green meadow acres,1.0,9 GREEN MEADOW ACRES
3677 us route 7,0.6666666666666666,3677 ROUTE 7
432 dakin rd,1.0,432 DAKIN RD
1279 leicester whiting rd,1.0,1279 LEICESTER WHITING RD
1899 walker rd,0.3333333333333333,1899 MIDDLE RD
582 mount independence rd,0.25,582 HEITMAN RD
4 old sawmill rd,0.25,4 DEPOT RD
373 leicester whiting rd,0.25,373 LEICESTER-WHITING RD
37 singing cedars rd,1.0,37 SINGING CEDARS RD
3574 shellhouse mountain rd,0.5,3574 SHELLHOUSE MTN. RD
22 comfort hl,0.0,22 SCHOOL St
529 westside dr,0.3333333333333333,529 WSIDE DR
313 s middlebrook rd,1.0,313 S MIDDLEBROOK RD
2940 us route 7,0.6666666666666666,2940 ROUTE 7
256 fuller mountain rd,0.5,256 FULLER MTN. RD
1046 shackett rd,1.0,1046 SHACKETT RD
1254 lake dunmore rd,1.0,1254 LAKE DUNMORE RD
273 monkton rd,1.0,273 MONKTON RD
1565 monkton rd,0.0,1565 S BINGHAM ST
76 shellhouse mountain rd,0.6666666666666666,76 MOUNTAIN RD
97 dunmore acres dr,0.25,97 WARD Dr
1831 lake dunmore rd,1.0,1831 LAKE DUNMORE RD
380 leisure ln,1.0,380 LEISURE LN
73 bilodeau rd,1.0,73 BILODEAU RD
20 second st,0.3333333333333333,20 W St
30 pine haven ln,1.0,30 PINE HAVEN Ln
13 raymond hill rd,1.0,13 RAYMOND HILL RD
272 jockey ln,1.0,272 JOCKEY Ln
474 echo rd,1.0,474 ECHO RD
4 s water st,0.6666666666666666,4 S St
20 bisbee rd,1.0,20 BISBEE RD
906 maple st,1.0,906 MAPLE St
81 main st,1.0,81 MAIN St
759 dakin rd,1.0,759 DAKIN RD
404 pea ridge rd,1.0,404 PEA RIDGE RD
2717 little chicago rd,1.0,2717 LITTLE CHICAGO RD
759 delorm rd,1.0,759 DELORM RD
59 partridge trl,0.3333333333333333,59 PAROUTERIDGE TRL
7 meadow ln,1.0,7 MEADOW Ln
48 east st,0.3333333333333333,48 GREEN St
917 dean rd,1.0,917 DEAN RD
454 echo rd,1.0,454 ECHO RD
22 n maple st,1.0,22 N MAPLE St
1099 route 66,1.0,1099 ROUTE 66
241 singing cedars rd,0.6666666666666666,241 SINGING CEDARS
246 atkins farm rd,1.0,246 ATKINS FARM RD
800 fern lake rd,1.0,800 FERN LAKE RD
385 buckwheat st,0.3333333333333333,385 QUAKER ST
728 west shore rd,0.5,728 W SHORE RD
26 first st,0.3333333333333333,26 N St
17 rabbit run,1.0,17 RABBIT RUN
332 dakin rd,1.0,332 DAKIN RD
39 chickadee ave,0.0,39 MAIN St
2538 lake dunmore rd,1.0,2538 LAKE DUNMORE RD
1890 lake dunmore rd,1.0,1890 LAKE DUNMORE RD
471 pea ridge rd,0.0,471 E St
2 stevens orchard rd,1.0,2 STEVENS ORCHARD RD
2018 west shore rd,0.5,2018 W SHORE RD
310 leisure ln,1.0,310 LEISURE LN
23 sunrise lake rd,1.0,23 SUNRISE LAKE RD
2706 little chicago rd,1.0,2706 LITTLE CHICAGO RD
57 monkton rd,1.0,57 MONKTON RD
928 grosse point rd,0.2,928 STONEY HILL RD
31 a chickadee ave,0.0,31 W MAIN St
70 s main st,1.0,70 S MAIN St
216 rock lndg,0.0,216 W RD
118 panton rd,1.0,118 PANTON RD
91 n main st,1.0,91 N MAIN St
661 rainey ln,0.3333333333333333,661 JOCKEY Ln
161 n main st,1.0,161 N MAIN St
617 smead rd,1.0,617 SMEAD RD
12 crane view dr,1.0,12 CRANE VIEW DR
45 sunset pt,0.0,45 BOOTH WOODS
661 jockey ln,1.0,661 JOCKEY Ln
86 delorm rd,0.3333333333333333,86 S RD
646 sunset lake rd,1.0,646 SUNSET LAKE RD
2303 fern lake rd,1.0,2303 FERN LAKE RD
347 singing cedars rd,0.6666666666666666,347 SINGING CEDARS
9 bowman rd,0.3333333333333333,9 PIPER RD
51 parker ln,1.0,51 PARKER LN
2988 little chicago rd,1.0,2988 LITTLE CHICAGO RD
230 timber ln,1.0,230 TIMBER Ln
1111 us route 7,0.0,1111 PLANK RD
1 green meadow acres,1.0,1 GREEN MEADOW ACRES
15 brock ln,1.0,15 BROCK Ln
297 main st,1.0,297 MAIN St
410 leisure ln,1.0,410 LEISURE LN
2822 us route 7,0.6666666666666666,2822 ROUTE 7
1225 fern lake rd,1.0,1225 FERN LAKE RD
5 first st,0.3333333333333333,5 W St
124 s maple st,1.0,124 S MAPLE St
307 lakeview dr,1.0,307 LAKEVIEW DR
31 mountain view ln,1.0,31 MOUNTAIN VIEW Ln
307 singing cedars rd,0.6666666666666666,307 SINGING CEDARS
18 second st,0.3333333333333333,18 E St
99 mud creek ln,1.0,99 MUD CREEK Ln
3890 us route 7,0.6666666666666666,3890 ROUTE 7
44 a robins rd,0.25,44 BOWMAN RD
215 main st,0.3333333333333333,215 SCHOOL ST
1277 satterly rd,1.0,1277 SATTERLY RD
91 bedford rd,1.0,91 BEDFORD RD
41 sunset pt,0.25,41 SUNSET LAKE RD
159 reed rd,1.0,159 REED RD
7 battery hl,0.3333333333333333,7 BATTERY HILL
50 cove point dr,0.25,50 MACDONOUGH Dr
3601 sand rd,1.0,3601 SAND RD
10 keewaydin way,1.0,10 KEEWAYDIN WAY
190 pine ln,0.3333333333333333,190 PIERCE Ln
319 singing cedars rd,0.6666666666666666,319 SINGING CEDARS
100 macdonough dr,1.0,100 MACDONOUGH Dr
103 high manor park,0.75,103 (4.5B) HIGH MANOR PARK
285 haigis ln,1.0,285 HAIGIS Ln
176 seagul cir,0.0,176 S MAPLE St
275 cross rd,0.3333333333333333,275 HEMENWAY RD
593 middlebrook rd,1.0,593 MIDDLEBROOK RD
243 commodore dr,0.3333333333333333,243 CEDAR Dr
1172 pea ridge rd,1.0,1172 PEA RIDGE RD
1767 us route 7,0.6666666666666666,1767 ROUTE 7
44 sunset lake rd,1.0,44 SUNSET LAKE RD
70 locust ln,1.0,70 LOCUST Ln
1256 lime kiln rd,1.0,1256 LIME KILN RD
44 bedford rd,1.0,44 BEDFORD RD
202 s maple st,1.0,202 S MAPLE St
50 green st,1.0,50 GREEN St
196 green st,1.0,196 GREEN St
11 second st,0.3333333333333333,11 W St
75 fernville rd,1.0,75 FERNVILLE RD
13 main st,1.0,13 MAIN St
179 green st,1.0,179 GREEN St
3062 us route 7,0.6666666666666666,3062 ROUTE 7
21 little otter ln,0.25,21 MEADOW Ln
523 rustic ln,0.0,523 FULLER MOUNTAIN RD
73 quiet ln,1.0,73 QUIET LN
240 viscido dr,1.0,240 VISCIDO Dr
125 w main st,1.0,125 W MAIN St
84 s middlebrook rd,1.0,84 S MIDDLEBROOK RD
6 green meadow acres,1.0,6 GREEN MEADOW ACRES
94 green st,1.0,94 GREEN St
289 shackett rd,1.0,289 SHACKETT RD
259 winding way,0.0,259 VALLEY VIEW Dr
10 mcknight ln,0.3333333333333333,10 MEADOW Ln
19 east st,0.3333333333333333,19 VICTORY St
287 pea ridge rd,1.0,287 PEA RIDGE RD
56 green st,1.0,56 GREEN St
83 timber ln,1.0,83 TIMBER LN
10 green st,1.0,10 GREEN St
16 high st,1.0,16 HIGH St
62 s water st,1.0,62 S WATER St
119 moonlit mdws,0.3333333333333333,119 MOONLIT MEADOWS
802 maple st,0.0,802 GRANDEY RD
188 stevens orchard rd,1.0,188 STEVENS ORCHARD RD
304 s middlebrook rd,1.0,304 S MIDDLEBROOK RD
33 n maple st,1.0,33 N MAPLE St
356 kelsey ln,1.0,356 KELSEY LN
1179 fuller mountain rd,0.5,1179 FULLER MTN. RD
1012 green st,0.6666666666666666,1012 GREEN St EXT
4156 monkton rd,1.0,4156 MONKTON RD
32 mcknight ln,0.3333333333333333,32 ORCHARD Ln
772 upper plains rd,1.0,772 UPPER PLAINS RD
2 maple mnr,0.3333333333333333,2 MAPLE MANOR
1823 lake dunmore rd,1.0,1823 LAKE DUNMORE RD
97 w main st,0.6666666666666666,97 MAIN St
262 pond ln,1.0,262 POND Ln
620 cram rd,1.0,620 CRAM RD
20 first st,0.3333333333333333,20 W St
52 buckwheat st,1.0,52 BUCKWHEAT St
1018 turkey farm rd,1.0,1018 TURKEY FARM RD
178 s maple st,1.0,178 S MAPLE St
100 macdonough dr,1.0,100 MACDONOUGH Dr
100 macdonough dr,1.0,100 MACDONOUGH Dr
6 park st,0.3333333333333333,6 S St
354 west shore rd,0.25,354 HAYES RD
21 maple mnr,0.3333333333333333,21 MAPLE MANOR
125 northend pt,0.0,125 S MAPLE St
1048 nichols rd,0.25,1048 BASIN HARBOR RD
15 sunset dr,1.0,15 SUNSET Dr
91 plank rd,0.3333333333333333,91 MURRAY RD
64 oak ln,1.0,64 OAK LN
38 mountain view ln,1.0,38 MOUNTAIN VIEW Ln
391 field rd,1.0,391 FIELD RD
2845 lake dunmore rd,1.0,2845 LAKE DUNMORE RD
25 high st,1.0,25 HIGH St
29 east st,0.3333333333333333,29 SCHOOL St
427 maple st,0.6666666666666666,427 MAPLE St EXT
1608 s middlebrook rd,1.0,1608 S MIDDLEBROOK RD
681 maple st,1.0,681 MAPLE St
700 west shore rd,0.5,700 W SHORE RD
59 johnson dr,0.3333333333333333,59 MACDONOUGH Dr
971 cram rd,1.0,971 CRAM RD
2257 fuller mountain rd,0.5,2257 FULLER MTN. RD
700 round barn rd,1.0,700 ROUND BARN RD
320 burroughs farm rd,1.0,320 BURROUGHS FARM RD
105 mountain rd,0.3333333333333333,105 PANTON RD
500 monkton rd,1.0,500 MONKTON RD
107 cardinal ave,0.0,107 PANTON RD
610 fern lake rd,1.0,610 FERN LAKE RD
94 old stage rd,1.0,94 OLD STAGE RD
44 w main st,1.0,44 W MAIN St
1180 shellhouse mountain rd,0.5,1180 SHELLHOUSE  MTN. RD
10 north st,0.3333333333333333,10 MAIN St
464 greenbush rd,1.0,464 GREENBUSH RD
445 lake dunmore rd,1.0,445 LAKE DUNMORE RD
5 sunset dr,1.0,5 SUNSET Dr
116 burroughs farm rd,1.0,116 BURROUGHS FARM RD
43 main st,1.0,43 MAIN St
11 colorado cir,0.0,11 W St
619 dakin rd,1.0,619 DAKIN RD
167 winding way,1.0,167 WINDING WAY
34 creamery rd,1.0,34 CREAMERY RD
34 main st,1.0,34 MAIN St
226 little chicago rd,1.0,226 LITTLE CHICAGO RD
338 buckwheat st,1.0,338 BUCKWHEAT St
902 upper plains rd,1.0,902 UPPER PLAINS RD
400 jockey ln,1.0,400 JOCKEY Ln
276 burroughs farm rd,1.0,276 BURROUGHS FARM RD
149 main st,0.6666666666666666,149 N MAIN St
627 singing cedars rd,0.6666666666666666,627 SINGING CEDARS
56 leduc rd,1.0,56 LEDUC RD
74 s water st,1.0,74 S WATER St
23 sunset dr,1.0,23 SUNSET Dr
3081 lake dunmore rd,1.0,3081 LAKE DUNMORE RD
16 mountain view ln,1.0,16 MOUNTAIN VIEW Ln
249 westside dr,0.3333333333333333,249 WSIDE DR
57 green st,1.0,57 GREEN St
390 leisure ln,1.0,390 LEISURE LN
771 robinson rd,1.0,771 ROBINSON RD
451 green meadow ln,1.0,451 GREEN MEADOW Ln
70 north shore ln,0.5,70 N SHORE LN
342 hooker rd,1.0,342 HOOKER RD
65 sunset lake rd,0.6666666666666666,65 SUNSET LAKE
62 high manor park,0.75,62 (5A) HIGH MANOR PARK
42 bowman rd,1.0,42 BOWMAN RD
2111 green st,0.6666666666666666,2111 GREEN St EXT
22 sunset lake rd,1.0,22 SUNSET LAKE RD
2791 lake dunmore rd,1.0,2791 LAKE DUNMORE RD
1908 us route 7,1.0,1908 US ROUTE 7
531 plank rd,1.0,531 PLANK RD
8 s main st,1.0,8 S MAIN St
61 sunrise lake rd,1.0,61 SUNRISE LAKE RD
46 new haven rd,1.0,46 NEW HAVEN RD
54 dogwood dr,1.0,54 DOGWOOD DR
280 hawkins bay ln,1.0,280 HAWKINS BAY Ln
25 west st,0.3333333333333333,25 HIGH St
5371 us route 7,0.6666666666666666,5371 ROUTE 7
32 bowman rd,1.0,32 BOWMAN RD
35 green st,0.3333333333333333,35 MAIN St
139 s maple st,1.0,139 S MAPLE St
58 north st,0.3333333333333333,58 SCHOOL St
303 lakeview dr,0.0,303 FIELD DAYS RD
2 first st,0.3333333333333333,2 PROSPECT St
35 first st,0.3333333333333333,35 MAIN St
232 hidden meadows ln,0.5,232 HIDDEN MEADOW Ln
531 greenbush rd,1.0,531 GREENBUSH RD
15 hopkins rd,1.0,15 HOPKINS RD
576 sand rd,1.0,576 SAND RD
569 clark woods rd,1.0,569 CLARK WOODS RD
73 conkey hill rd,1.0,73 CONKEY HILL RD
180 s maple st,1.0,180 S MAPLE St
11 school st,1.0,11 SCHOOL St
1410 maple st,0.6666666666666666,1410 MAPLE St EXT
2141 us route 7,1.0,2141 US ROUTE 7
295 locust ln,1.0,295 LOCUST Ln
1620 us route 7,1.0,1620 US ROUTE 7
2952 us route 7,0.0,2952 MUNGER St
224 main st,1.0,224 MAIN St
87 n pond rd,1.0,87 N POND RD
692 nichols rd,1.0,692 NICHOLS RD
473 cram rd,1.0,473 CRAM RD
2549 sand rd,1.0,2549 SAND RD
18 n maple st,1.0,18 N MAPLE St
37 needham hill rd,1.0,37 NEEDHAM HILL RD
25 parker ln,1.0,25 PARKER Ln
1499 sand rd,1.0,1499 SAND RD
3161 shellhouse mountain rd,0.5,3161 SHELLHOUSE MTN. RD
51 main st,1.0,51 MAIN St
1153 lake dunmore rd,1.0,1153 LAKE DUNMORE RD
62 black snake ln,1.0,62 BLACK SNAKE Ln
1757 us route 7,0.0,1757 MEEHAN RD
175 seagul cir,0.0,175 S MAPLE St
211 raymond rd,1.0,211 RAYMOND RD
38 main st,1.0,38 MAIN St
183 commodore dr,0.3333333333333333,183 LAKEVIEW DR
667 rainey ln,0.3333333333333333,667 TORREY LN
4 four winds rd,1.0,4 FOUR WINDS RD
186 green st,1.0,186 GREEN St
447 lake dunmore rd,1.0,447 LAKE DUNMORE RD
150 green st,1.0,150 GREEN St
59 holly ln,1.0,59 HOLLY Ln
37 w main st,1.0,37 W MAIN St
72 main st,1.0,72 MAIN St
194 s maple st,1.0,194 S MAPLE St
47 sunrise lake rd,1.0,47 SUNRISE LAKE RD
360 leisure ln,1.0,360 LEISURE LN
937 grosse point rd,0.25,937 MIDDLEBROOK RD
207 main st,0.3333333333333333,207 QUAKER St
486 cram rd,1.0,486 CRAM RD
162 pine ln,1.0,162 PINE LN
521 hawkins rd,1.0,521 HAWKINS RD
344 red gate rd,0.25,344 N RD
3630 shellhouse mountain rd,0.5,3630 SHELLHOUSE MTN. RD
505 walker rd,1.0,505 WALKER RD
1179 shellhouse mountain rd,0.5,1179 SHELLHOUSE MTN. RD
1974 west shore rd,0.5,1974 W SHORE RD
47 green st,1.0,47 GREEN St
286 kelley cross rd,1.0,286 KELLEY CROSS RD
84 s maple st,1.0,84 S MAPLE St
3395 us route 7,0.6666666666666666,3395 ROUTE 7
2944 shellhouse mountain rd,0.0,2944 LAKE St
1625 us route 7,0.6666666666666666,1625 ROUTE 7
207 shorewood rd,1.0,207 SHOREWOOD RD
89 delorm rd,0.3333333333333333,89 COVE RD
15 scovel ln,1.0,15 SCOVEL Ln
302 main st,0.3333333333333333,302 WEYBRIDGE St
9 high st,1.0,9 HIGH St
36 monkton rd,1.0,36 MONKTON RD
11 third st,0.3333333333333333,11 W St
94 s water st,1.0,94 S WATER St
258 horton rd,0.3333333333333333,258 N RD
495 underwood ln,1.0,495 UNDERWOOD LN
14 main st,1.0,14 MAIN St
272 west shore rd,0.5,272 W SHORE RD
170 green st,1.0,170 GREEN St
112 wheeler rd,1.0,112 WHEELER RD
690 sleepy hollow ln,1.0,690 SLEEPY HOLLOW Ln
134 old stage rd,0.25,134 CHURCH RD
1385 lime kiln rd,0.25,1385 GREENBUSH RD
7 singing cedars rd,0.25,7 BULLOCK RD
111 owls ave,0.0,111 MAIN St
87 w main st,1.0,87 W MAIN St
5081 sand rd,1.0,5081 SAND RD
37 rustic ct,0.3333333333333333,37 RUSTIC CROUTE
12 king st,1.0,12 KING St
1868 west shore rd,0.5,1868 W SHORE RD
1 thornwood ln,1.0,1 THORNWOOD Ln
440 burroughs farm rd,1.0,440 BURROUGHS FARM RD
569 round barn rd,1.0,569 ROUND BARN RD
26 maple mnr,0.3333333333333333,26 MAPLE MANOR
581 us route 7,0.0,581 HALLOCK RD
285 main st,0.3333333333333333,285 WEYBRIDGE St
535 singing cedars rd,0.6666666666666666,535 SINGING CEDARS
485 underwood ln,0.3333333333333333,485 SUNSET Ln
100 macdonough dr,1.0,100 MACDONOUGH Dr
15 bombard pl,0.3333333333333333,15 BOMBARD PLACE
1111 sand rd,1.0,1111 SAND RD
1303 satterly rd,1.0,1303 SATTERLY RD
115 monkton rd,1.0,115 MONKTON RD
30 macdonough dr,1.0,30 MACDONOUGH Dr
112 panton rd,0.3333333333333333,112 SCHOOL RD
2508 lake dunmore rd,1.0,2508 LAKE DUNMORE RD
81 fox ln,1.0,81 FOX Ln
1794 lake dunmore rd,1.0,1794 LAKE DUNMORE RD
187 s maple st,1.0,187 S MAPLE St
223 ember trl,1.0,223 EMBER TRL
1936 plank rd,1.0,1936 PLANK RD
39 s main st,1.0,39 S MAIN St
128 maple run rd,1.0,128 MAPLE RUN RD
211 main st,0.0,211 SPARROW HAWK RD
304 indian trl,0.0,304 HEWITT RD
647 upper plains rd,1.0,647 UPPER PLAINS RD
733 cram rd,1.0,733 CRAM RD
2241 fern lake rd,1.0,2241 FERN LAKE RD
671 ferson rd,1.0,671 FERSON RD
4656 sand rd,1.0,4656 SAND RD
28 dewitt ln,1.0,28 DEWITT Ln
2883 lake dunmore rd,1.0,2883 LAKE DUNMORE RD
3 canal st,1.0,3 CANAL St
1 country cmns,0.0,1 ADELE Dr
23 henrys way,0.3333333333333333,23 HENRY'S WAY
599 s middlebrook rd,1.0,599 S MIDDLEBROOK RD
76 main st,1.0,76 MAIN St
127 w main st,1.0,127 W MAIN St
4993 sand rd,1.0,4993 SAND RD
28 victory st,1.0,28 VICTORY St
3 n maple st,1.0,3 N MAPLE St
2431 green st,0.6666666666666666,2431 GREEN St EXT
24 bowman rd,1.0,24 BOWMAN RD
85 evergreen ln,1.0,85 EVERGREEN Ln
14 hillside acres,1.0,14 HILLSIDE ACRES
56 fernville rd,1.0,56 FERNVILLE RD
2 green meadow acres,1.0,2 GREEN MEADOW ACRES
96 high manor park,0.75,96 (8A) HIGH MANOR PARK
982 sand rd,1.0,982 SAND RD
1044 grosse point rd,0.6666666666666666,1044 GROSSE POINT
481 indian trl,0.0,481 TRI-TOWN RD
1149 nfr 24b,0.0,1149 SHEEP FARM RD
610 mount independence rd,0.2,610 SNAKE MTN RD
1379 maple st,0.0,1379 MOUNTAIN RD
7 ice house ct,0.5,7 ICE HOUSE COUROUTE
200 s maple st,1.0,200 S MAPLE St
363 singing cedars rd,0.6666666666666666,363 SINGING CEDARS
53 conkey hill rd,1.0,53 CONKEY HILL RD
26 s main st,1.0,26 S MAIN St
1916 lake dunmore rd,1.0,1916 LAKE DUNMORE RD
308 cram rd,1.0,308 CRAM RD
10 high st,1.0,10 HIGH St
345 old ledge ln,0.25,345 MEAD Ln
1750 green st,0.0,1750 LOWER NOTCH RD
3057 leicester whiting rd,1.0,3057 LEICESTER WHITING RD
29 tonglen ln,1.0,29 TONGLEN Ln
11 maple mnr,0.3333333333333333,11 MAPLE MANOR
39 s maple st,1.0,39 S MAPLE St
30 first st,0.3333333333333333,30 SCHOOL St
30 black snake ln,1.0,30 BLACK SNAKE Ln
2536 lake dunmore rd,1.0,2536 LAKE DUNMORE RD
120 pine ln,1.0,120 PINE LN
161 ferson rd,1.0,161 FERSON RD
1652 us route 7,1.0,1652 US ROUTE 7
462 monkton rd,0.3333333333333333,462 TRI-TOWN RD
694 upper plains rd,1.0,694 UPPER PLAINS RD
57 johnson dr,1.0,57 JOHNSON DR
1752 green st,0.6666666666666666,1752 GREEN St EXT
4 s main st,1.0,4 S MAIN St
72 young rd,0.3333333333333333,72 MONKTON RD
55 sanford rd,0.3333333333333333,55 BEDFORD RD
61 griswold ln,1.0,61 GRISWOLD Ln
89 buckwheat st,1.0,89 BUCKWHEAT St
13 walker ave,0.3333333333333333,13 WALKER Av
215 winding way,1.0,215 WINDING WAY
112 fuller mountain rd,0.5,112 FULLER MTN. RD
53 horton rd,0.3333333333333333,53 SHOREHAM-WHITING RD
1852 fern lake rd,1.0,1852 FERN LAKE RD
299 dakin rd,1.0,299 DAKIN RD
768 indian trl,1.0,768 INDIAN TRL
2979 lime kiln rd,1.0,2979 LIME KILN RD
34 s maple st,1.0,34 S MAPLE St
1413 lake dunmore rd,1.0,1413 LAKE DUNMORE RD
761 shellhouse mountain rd,0.5,761 SHELLHOUSE MTN. RD
1954 lake dunmore rd,1.0,1954 LAKE DUNMORE RD
14 bowman rd,1.0,14 BOWMAN RD
94 s maple st,1.0,94 S MAPLE St
1 sunset dr,1.0,1 SUNSET Dr
24 thomas cir,0.3333333333333333,24 THOMAS CIRCLE
341 timber ln,1.0,341 TIMBER LN
37 bowman rd,1.0,37 BOWMAN RD
293 field rd,0.3333333333333333,293 STICKNEY RD
404 indian trl,1.0,404 INDIAN TRL
23 maple mnr,0.3333333333333333,23 MAPLE MANOR
223 mountainview dr,1.0,223 MOUNTAINVIEW DR
1914 hooker rd,1.0,1914 HOOKER RD
32 sanford rd,0.3333333333333333,32 MONKTON RD
3569 monkton rd,0.0,3569 VT ROUTE 22 A
175 raymond rd,1.0,175 RAYMOND RD
49 dakin rd,1.0,49 DAKIN RD
400 ferson rd,1.0,400 FERSON RD
45 booth woods,1.0,45 BOOTH WOODS
2166 plank rd,1.0,2166 PLANK RD
106 s maple st,1.0,106 S MAPLE St
96 westin rd,0.3333333333333333,96 HEMENWAY RD
85 sandy point ln,1.0,85 SANDY POINT Ln
81 stevens orchard rd,1.0,81 STEVENS ORCHARD RD
432 little chicago rd,1.0,432 LITTLE CHICAGO RD
12 wilcox rd,1.0,12 WILCOX RD
936 us route 7,1.0,936 US ROUTE 7
591 maple st,0.6666666666666666,591 MAPLE St EXT
486 jockey ln,1.0,486 JOCKEY Ln
1329 smead rd,1.0,1329 SMEAD RD
1883 lake dunmore rd,1.0,1883 LAKE DUNMORE RD
1014 lake dunmore rd,1.0,1014 LAKE DUNMORE RD
37 monkton rd,1.0,37 MONKTON RD
2999 middlebrook rd,1.0,2999 MIDDLEBROOK RD
30 mountain view ln,1.0,30 MOUNTAIN VIEW Ln
80 s maple st,1.0,80 S MAPLE St
10 s water st,0.6666666666666666,10 S St
422 mount independence rd,0.5,422 MT INDEPENDENCE RD
11 sunset lake rd,1.0,11 SUNSET LAKE RD
59 new haven rd,1.0,59 NEW HAVEN RD
380 kelsey ln,1.0,380 KELSEY LN
948 maple st,0.25,948 LOWER FOOTE St
96 fern lake rd,1.0,96 FERN LAKE RD
3298 sand rd,1.0,3298 SAND RD
41 middlebrook rd,1.0,41 MIDDLEBROOK RD
38 west st,0.3333333333333333,38 W St
831 lake dunmore rd,1.0,831 LAKE DUNMORE RD
1785 lake dunmore rd,1.0,1785 LAKE DUNMORE RD
175 ember trl,1.0,175 EMBER TRL
908 maple st,1.0,908 MAPLE ST
17 creamery rd,1.0,17 CREAMERY RD
23 plank rd,1.0,23 PLANK RD
29 green st,1.0,29 GREEN St
1657 us route 7,1.0,1657 US ROUTE 7
7 green meadow acres,1.0,7 GREEN MEADOW ACRES
272 main st,1.0,272 MAIN St
32 murray rd,1.0,32 MURRAY RD
14 north st,0.3333333333333333,14 VICTORY St
510 round barn rd,1.0,510 ROUND BARN RD
1089 maple st,1.0,1089 MAPLE ST
14 thomas cir,0.3333333333333333,14 THOMAS CIRCLE
3419 sand rd,1.0,3419 SAND RD
15 third st,0.3333333333333333,15 E St
166 young rd,0.3333333333333333,166 HAYES RD
197 bay shore dr,1.0,197 BAY SHORE DR
834 nichols rd,1.0,834 NICHOLS RD
127 fox ln,1.0,127 FOX Ln
10 comfort hl,0.0,10 MAIN St
376 us route 7,1.0,376 US ROUTE 7
56 main st,1.0,56 MAIN St
100 macdonough dr,1.0,100 MACDONOUGH Dr
28 monkton rd,1.0,28 MONKTON RD
121 mountainview dr,1.0,121 MOUNTAINVIEW DR
3265 plank rd,1.0,3265 PLANK RD
2 ice house ct,0.5,2 ICE HOUSE COUROUTE
403 sand rd,1.0,403 SAND RD
3 old stage rd,0.6666666666666666,3 STAGE RD
490 delorm rd,1.0,490 DELORM RD
77 horton rd,0.3333333333333333,77 MOUNTAIN RD
100 macdonough dr,1.0,100 MACDONOUGH Dr
990 hawkins rd,1.0,990 HAWKINS RD
790 jockey ln,1.0,790 JOCKEY Ln
42 monkton rd,1.0,42 MONKTON RD
