address,score,e911_address
3235 maple st,1.0,3235 MAPLE St
1141 delorm rd,1.0,1141 DELORM RD
77 sunset lake rd,1.0,77 SUNSET LAKE RD
3083 us route 7,0.25,3083 ROUTE 22A
60 town beach rd,1.0,60 TOWN BEACH RD
189 stonebroke rd,1.0,189 STONEBROKE RD
3467 sand rd,1.0,3467 SAND RD
18 school st,1.0,18 SCHOOL St
21 meadow ln,1.0,21 MEADOW Ln
28 oak ln,0.3333333333333333,28 WILDFLOWER Ln
1854 smead rd,0.0,1854 LAKE St
810 swinington hill rd,1.0,810 SWININGTON HILL RD
292 s main st,0.25,292 COLLEGE St
56 sunrise lake rd,0.5,56 LAKE VIEW RD
1200 wing rd,1.0,1200 WING RD
221 ember trl,1.0,221 EMBER TRL
986 botsford rd,1.0,986 BOTSFORD RD
1161 route 66,1.0,1161 ROUTE 66
4287 monkton rd,1.0,4287 MONKTON RD
47 sullivan dr,0.3333333333333333,47 HIDDEN Dr
33 burke rd,1.0,33 BURKE  RD
354 hawkins bay ln,1.0,354 HAWKINS BAY  Ln
118 owls ave,0.0,118 GREEN St
15 victory st,1.0,15 VICTORY St
305 westside dr,0.3333333333333333,305 WSIDE DR
683 s middlebrook rd,1.0,683 S MIDDLEBROOK RD
99 s water st,1.0,99 S WATER St
1490 parks hurlburt rd,0.5,1490 PARKS HURLBUROUTE RD
1120 shackett rd,1.0,1120 SHACKETT RD
2073 lime kiln rd,0.2,2073 S MIDDLEBROOK RD
20 main st,1.0,20 MAIN St
35 booth woods,1.0,35 BOOTH WOODS
2 church st,1.0,2 CHURCH St
53 s maple st,0.5,53 S St EXT
358 s main st,1.0,358 S MAIN St
11 s maple st,1.0,11 S MAPLE St
31 n maple st,1.0,31 N MAPLE St
72 monkton rd,1.0,72 MONKTON RD
589 lake dunmore rd,1.0,589 LAKE DUNMORE RD
17 white st,1.0,17 WHITE St
3715 lake dunmore rd,1.0,3715 LAKE DUNMORE RD
31 main st,1.0,31 MAIN St
3433 us route 7,0.6666666666666666,3433 ROUTE 7
7493 ethan allen hwy,0.5,7493 ETHAN ALLEN HIGHWAY
1001 maple st,1.0,1001 MAPLE ST
12 moosalamoo club rd,0.25,12 ESTEY RD
3555 sand rd,1.0,3555 SAND RD
5104 us route 7,0.6666666666666666,5104 ROUTE 7
114 owls ave,0.0,114 S MAPLE St
446 west shore rd,0.25,446 CARLSTROM RD
66 s water st,1.0,66 S WATER St
100 panton rd,1.0,100 PANTON RD
3097 lake dunmore rd,1.0,3097 LAKE DUNMORE RD
97 green st,1.0,97 GREEN St
121 w main st,1.0,121 W MAIN St
582 jockey ln,1.0,582 JOCKEY Ln
1175 us route 7,1.0,1175 US ROUTE 7
46 griswold ln,1.0,46 GRISWOLD Ln
47 oak ln,1.0,47 OAK LN
278 glory ln,1.0,278 GLORY Ln
324 field rd,1.0,324 FIELD RD
668 mount independence rd,0.25,668 STAGE RD
81 griswold ln,0.3333333333333333,81 WAY Ln
10 school st,1.0,10 SCHOOL St
450 rustic ln,0.0,450 ELM POINT RD
13 short st,0.3333333333333333,13 W St
36 sunset pt,0.3333333333333333,36 SUNSET POINT
640 mount independence rd,0.2,640 SHEEP FARM RD
61 woodman ct,0.0,61 S WATER St
56 nutmeg ln,1.0,56 NUTMEG LN
20 robins rd,0.3333333333333333,20 BOWMAN RD
113 stonebroke rd,1.0,113 STONEBROKE RD
19 hopkins rd,1.0,19 HOPKINS RD
1472 fort cassin rd,0.25,1472 FOROUTE CASSIN
3235 us route 7,0.6666666666666666,3235 ROUTE 7
250 smead rd,1.0,250 SMEAD RD
362 field rd,1.0,362 FIELD RD
114 s maple st,1.0,114 S MAPLE St
1113 lake dunmore rd,1.0,1113 LAKE DUNMORE RD
327 clark woods rd,1.0,327 CLARK WOODS RD
1739 lake dunmore rd,1.0,1739 LAKE DUNMORE RD
136 main st,0.3333333333333333,136 N St
73 church st,1.0,73 CHURCH ST
94 w main st,1.0,94 W MAIN St
153 crosby hts,0.3333333333333333,153 CROSBY HEIGHTS
106 fernville rd,1.0,106 FERNVILLE RD
5089 us route 7,0.6666666666666666,5089 ROUTE 7
433 leicester whiting rd,0.25,433 PERKINS RD
1 moosalamoo club rd,0.25,1 HOPKINS RD
661 middlebrook rd,1.0,661 MIDDLEBROOK RD
2531 maple st,0.6666666666666666,2531 MAPLE St EXT
6 armory ln,1.0,6 ARMORY Ln
71 sandy point ln,1.0,71 SANDY POINT Ln
151 stonebroke rd,1.0,151 STONEBROKE RD
96 main st,1.0,96 MAIN St
713 smead rd,1.0,713 SMEAD RD
230 shellhouse mountain rd,0.5,230 SHELLHOUSE MTN. RD
67 s maple st,1.0,67 S MAPLE St
252 windy knoll ln,1.0,252 WINDY KNOLL Ln
1110 green st,1.0,1110 GREEN St
433 rustic ln,0.6666666666666666,433 RUSTIC LN 1
146 horton rd,0.3333333333333333,146 HEATH RD
1494 shackett rd,1.0,1494 SHACKETT RD
104 cardinal ave,0.0,104 S WATER St
149 high manor park,0.0,149 GREEN St
92 w main st,1.0,92 W MAIN St
163 delorm rd,1.0,163 DELORM RD
2167 lake dunmore rd,1.0,2167 LAKE DUNMORE RD
2 thomas cir,0.3333333333333333,2 THOMAS CIRCLE
16 school st,0.3333333333333333,16 E St
735 vt route 73,0.25,735 ROUTE 73E
3103 middlebrook rd,1.0,3103 MIDDLEBROOK RD
505 singing cedars rd,0.6666666666666666,505 SINGING CEDARS
151 main st,0.25,151 S MAPLE St
13 spring st,0.3333333333333333,13 W St
155 winding way,1.0,155 WINDING WAY
5 booska ct,0.3333333333333333,5 BOOSKA COUROUTE
1075 monkton rd,1.0,1075 MONKTON RD
770 indian trl,1.0,770 INDIAN TRL
57 parker ln,0.3333333333333333,57 MEADOW Ln
613 nichols rd,1.0,613 NICHOLS RD
23 ferson rd,1.0,23 FERSON RD
598 kelsey ln,1.0,598 KELSEY LN
281 smead rd,1.0,281 SMEAD RD
106 panton rd,1.0,106 PANTON RD
429 maple st,1.0,429 MAPLE ST
4800 monkton rd,1.0,4800 MONKTON RD
17 booth woods,1.0,17 BOOTH WOODS
18 robins rd,0.3333333333333333,18 BOWMAN RD
43 east st,0.3333333333333333,43 MAIN St
220 jenna ln,1.0,220 JENNA Ln
21 second st,0.3333333333333333,21 SCHOOL St
3435 maple st,1.0,3435 MAPLE St
209 main st,0.3333333333333333,209 MONROE St
1425 sand rd,1.0,1425 SAND RD
86 main st,1.0,86 MAIN St
251 wing rd,1.0,251 WING RD
957 plank rd,0.3333333333333333,957 ROBINSON RD
425 west shore rd,0.5,425 W SHORE RD
43 new haven rd,1.0,43 NEW HAVEN RD
53 lakeview dr,1.0,53 LAKEVIEW DR
29 new haven rd,1.0,29 NEW HAVEN RD
245 dakin rd,0.25,245 MILE POINT RD
25 schoolhouse rd,1.0,25 SCHOOLHOUSE RD
67 lakeview dr,1.0,67 LAKEVIEW DR
9 west st,0.3333333333333333,9 W St
134 hollow tree ln,1.0,134 HOLLOW TREE Ln
46 leicester whiting rd,0.25,46 MONKTON RD
508 middlebrook rd,1.0,508 MIDDLEBROOK RD
38 macdonough dr,1.0,38 MACDONOUGH Dr
79 young rd,1.0,79 YOUNG RD
48 chickadee ave,0.3333333333333333,48 CHICKADEE Ln
5520 sand rd,1.0,5520 SAND RD
2456 us route 7,1.0,2456 US ROUTE 7
172 lake dunmore rd,1.0,172 LAKE DUNMORE RD
1680 green st,0.3333333333333333,1680 W St
46 parks dr,1.0,46 PARKS Dr
500 route 66,0.0,500 SHEEP FARM RD
122 commodore dr,0.3333333333333333,122 DANYOW Dr
3406 lime kiln rd,1.0,3406 LIME KILN RD
22 booth woods,1.0,22 BOOTH WOODS
74 fernville rd,1.0,74 FERNVILLE RD
110 lake dunmore rd,1.0,110 LAKE DUNMORE RD
21 hopkins rd,1.0,21 HOPKINS RD
4256 us route 7,0.0,4256 MUNGER St
1221 monkton rd,1.0,1221 MONKTON RD
4225 monkton rd,1.0,4225 MONKTON RD
69 monkton rd,1.0,69 MONKTON RD
103 crosby hts,0.3333333333333333,103 CROSBY HEIGHTS
228 mountainview dr,1.0,228 MOUNTAINVIEW DR
594 indian trl,1.0,594 INDIAN TRL
699 swinington hill rd,0.25,699 WITHERELL RD
1764 fern lake rd,1.0,1764 FERN LAKE RD
179 seagul cir,0.0,179 MAIN St
256 mountainview dr,1.0,256 MOUNTAINVIEW DR
83 main st,1.0,83 MAIN St
77 sullivan dr,1.0,77 SULLIVAN DR
35 chickadee ave,0.0,35 BOWMAN RD
1661 hooker rd,1.0,1661 HOOKER RD
128 diamond island ln,1.0,128 DIAMOND ISLAND Ln
311 mount independence rd,0.25,311 LAKE RD
18 bowman rd,1.0,18 BOWMAN RD
642 mount independence rd,0.25,642 SMEAD RD
2291 lime kiln rd,1.0,2291 LIME KILN RD
94 old orchard way,1.0,94 OLD ORCHARD WAY
1624 shackett rd,1.0,1624 SHACKETT RD
1705 walker rd,1.0,1705 WALKER RD
339 tuppers xing,0.3333333333333333,339 TUPPERS CROSSING
5 n green st,0.6666666666666666,5 N St
294 memoe rd,0.3333333333333333,294 FISHER  RD
148 high manor park,0.75,148 (11A) HIGH MANOR PARK
53 birch ct,0.25,53 OLIVER HOWE CT
86 s water st,1.0,86 S WATER St
5742 monkton rd,1.0,5742 MONKTON RD
334 us route 7,1.0,334 US ROUTE 7
2903 lime kiln rd,0.5,2903 LIME KILM RD
28 jewell ln,1.0,28 JEWELL Ln
65 crosby hts,0.3333333333333333,65 CROSBY HEIGHTS
22 waterhouse dr,0.3333333333333333,22 SUNSET Dr
2868 leicester whiting rd,1.0,2868 LEICESTER WHITING RD
76 nutmeg ln,1.0,76 NUTMEG LN
999 shellhouse mountain rd,0.5,999 SHELLHOUSE MTN RD
23 brunet ln,1.0,23 BRUNET Ln
387 west shore rd,0.5,387 W SHORE RD
2695 maple st,1.0,2695 MAPLE St
937 middlebrook rd,1.0,937 MIDDLEBROOK RD
120 high manor park,0.0,120 PANTON RD
37 old sawmill rd,0.25,37 BOWMAN RD
480 us route 7,1.0,480 US ROUTE 7
8 scovel ln,1.0,8 SCOVEL Ln
1840 leicester whiting rd,1.0,1840 LEICESTER WHITING RD
709 walker rd,1.0,709 WALKER RD
5302 monkton rd,1.0,5302 MONKTON RD
43 s maple st,0.6666666666666666,43 MAPLE St
50 pine haven ln,1.0,50 PINE HAVEN Ln
22 griswold ln,1.0,22 GRISWOLD Ln
444 leicester whiting rd,0.25,444 LEICESTER-WHITING RD
116 old sawmill rd,1.0,116 OLD SAWMILL RD
153 young rd,1.0,153 YOUNG RD
54 east st,0.3333333333333333,54 N St
290 cross rd,1.0,290 CROSS RD
15 s maple st,0.6666666666666666,15 MAPLE St
112 knox hill rd,1.0,112 KNOX HILL RD
24 first st,0.3333333333333333,24 VICTORY St
2397 maple st,0.6666666666666666,2397 MAPLE St EXT
2003 middlebrook rd,1.0,2003 MIDDLEBROOK RD
181 seagul cir,0.0,181 GREEN St
3427 lake dunmore rd,0.25,3427 LAKE St
68 s main st,1.0,68 S MAIN St
185 main st,1.0,185 MAIN St
19 victory st,1.0,19 VICTORY St
162 dogwood dr,0.3333333333333333,162 DANYOW Dr
2313 us route 7,1.0,2313 US ROUTE 7
83 s water st,0.25,83 GREEN St
39 first st,0.3333333333333333,39 MAIN St
16 sunset dr,1.0,16 SUNSET Dr
2668 us route 7,1.0,2668 US ROUTE 7
2642 us route 7,1.0,2642 US ROUTE 7
18 east st,0.3333333333333333,18 E St
1190 fuller mountain rd,0.5,1190 FULLER MTN. RD
77 school st,1.0,77 SCHOOL St
330 leisure ln,1.0,330 LEISURE LN
1134 hooker rd,1.0,1134 HOOKER RD
200 smead rd,1.0,200 SMEAD RD
864 smead rd,1.0,864 SMEAD RD
2018 us route 7,0.0,2018 W SHORE RD
34 coach rd,1.0,34 COACH RD
88 s maple st,1.0,88 S MAPLE St
179 a green st,0.6666666666666666,179 GREEN St
100 s water st,1.0,100 S WATER St
109 lakeview dr,0.3333333333333333,109 ISTHMUS DR
38 oak ln,0.3333333333333333,38 JUNIPER Ln
3970 us route 7,0.6666666666666666,3970 ROUTE 7
588 round barn rd,1.0,588 ROUND BARN RD
8 main st,1.0,8 MAIN St
472 indian trl,1.0,472 INDIAN TRL
4 crosby ct,0.3333333333333333,4 CROSBY COUROUTE
1643 green st,1.0,1643 GREEN St
2073 s middlebrook rd,1.0,2073 S MIDDLEBROOK RD
180 s main st,1.0,180 S MAIN St
44 n pond rd,1.0,44 N POND RD
377 satterly rd,0.3333333333333333,377 GRANDEY RD
5058 monkton rd,1.0,5058 MONKTON RD
193 young rd,1.0,193 YOUNG RD
32 monkton rd,1.0,32 MONKTON RD
2086 lake dunmore rd,1.0,2086 LAKE DUNMORE RD
1503 us route 7,0.0,1503 LEICESTER WHITING RD
722 vt route 73,0.25,722 ROUTE 73E
695 nichols rd,1.0,695 NICHOLS RD
193 main st,1.0,193 MAIN St
26 second st,0.3333333333333333,26 N St
14 griswold ln,1.0,14 GRISWOLD Ln
330 buckwheat st,0.3333333333333333,330 FOOTE St
3187 middlebrook rd,1.0,3187 MIDDLEBROOK RD
61 new haven rd,1.0,61 NEW HAVEN RD
3811 us route 7,0.6666666666666666,3811 ROUTE 7
973 monkton rd,1.0,973 MONKTON RD
103 hawkins rd,1.0,103 HAWKINS RD
7 n green st,0.6666666666666666,7 GREEN St
60 school st,0.3333333333333333,60 MAIN St
100 macdonough dr,1.0,100 MACDONOUGH Dr
3393 sand rd,1.0,3393 SAND RD
213 main st,1.0,213 MAIN ST
5 west st,0.3333333333333333,5 W St
1261 satterly rd,0.25,1261 BORO HILL RD
100 oak ln,1.0,100 OAK LN
313 robinson rd,1.0,313 ROBINSON RD
2039 lake dunmore rd,1.0,2039 LAKE DUNMORE RD
13 macdonough dr,0.3333333333333333,13 CEDAR Dr
1652 leicester whiting rd,1.0,1652 LEICESTER WHITING RD
1865 lake dunmore rd,1.0,1865 LAKE DUNMORE RD
17 panton rd,1.0,17 PANTON RD
21 robins rd,0.3333333333333333,21 BOWMAN RD
204 s maple st,1.0,204 S MAPLE St
14 meadow ln,1.0,14 MEADOW Ln
427 locust ln,0.3333333333333333,427 POND Ln
1197 botsford rd,1.0,1197 BOTSFORD RD
1412 smead rd,1.0,1412 SMEAD RD
108 main st,1.0,108 MAIN St
400 little chicago rd,0.25,400 ROCKYDALE RD
1334 parks hurlburt rd,0.25,1334 PAINTER RD
630 robinson rd,0.3333333333333333,630 LEDUC RD
67 colorado cir,0.0,67 NEW HAVEN RD
1202 green st,1.0,1202 GREEN St
94 comfort hl,0.0,94 S WATER St
2 sunset dr,1.0,2 SUNSET Dr
34 north shore ln,0.5,34 N SHORE LN
1399 sand rd,1.0,1399 SAND RD
7 n main st,0.6666666666666666,7 MAIN St
137 kelley cross rd,1.0,137 KELLEY CROSS RD
127 nichols rd,1.0,127 NICHOLS RD
381 buckwheat st,1.0,381 BUCKWHEAT St
1558 leicester whiting rd,1.0,1558 LEICESTER WHITING RD
3537 us route 7,0.6666666666666666,3537 ROUTE 7
133 partridge trl,0.3333333333333333,133 PAROUTERIDGE TRL
7 bombard pl,0.3333333333333333,7 BOMBARD PLACE
12 prospect st,1.0,12 PROSPECT St
3767 monkton rd,1.0,3767 MONKTON RD
1511 green st,0.0,1511 W HILL RD
18 s water st,1.0,18 S WATER St
55 new haven rd,1.0,55 NEW HAVEN RD
100 pine ln,1.0,100 PINE LN
1721 sand rd,1.0,1721 SAND RD
2075 lime kiln rd,0.0,2075 US ROUTE 7
607 johns ln,0.3333333333333333,607 TORREY LN
46 main st,1.0,46 MAIN St
488 plank rd,0.3333333333333333,488 MONKTON RD
2110 hooker rd,1.0,2110 HOOKER RD
385 quiet ln,1.0,385 QUIET LN
696 upper plains rd,1.0,696 UPPER PLAINS RD
67 hollow tree ln,1.0,67 HOLLOW TREE Ln
51 indian trl,0.0,51 GREEN St
3493 lime kiln rd,1.0,3493 LIME KILN RD
1318 shellhouse mountain rd,0.5,1318 SHELLHOUSE  MTN. RD
1057 maple st,1.0,1057 MAPLE St
653 shackett rd,0.3333333333333333,653 WOOSTER RD
34 mountain view ln,1.0,34 MOUNTAIN VIEW Ln
2075 us route 7,1.0,2075 US ROUTE 7
1504 leicester whiting rd,0.25,1504 MEEHAN RD
937 west shore rd,0.25,937 MIDDLEBROOK RD
47 conkey hill rd,1.0,47 CONKEY HILL RD
2697 leicester whiting rd,1.0,2697 LEICESTER WHITING RD
169 monroe way,1.0,169 MONROE WAY
94 middlebrook rd,1.0,94 MIDDLEBROOK RD
41 w main st,1.0,41 W MAIN St
67 quiet ln,0.3333333333333333,67 CARR Ln
25 w main st,1.0,25 W MAIN St
34 west st,0.3333333333333333,34 N St
75 s main st,1.0,75 S MAIN St
226 plank rd,1.0,226 PLANK RD
530 round barn rd,1.0,530 ROUND BARN RD
3 martin hill rd,0.5,3 MAROUTEIN HILL RD
2 second st,0.3333333333333333,2 PROSPECT St
1010 fern lake rd,1.0,1010 FERN LAKE RD
31 s water st,1.0,31 S WATER St
55 colorado cir,1.0,55 COLORADO CIR
26 raymond hill rd,1.0,26 RAYMOND HILL RD
8 union st,1.0,8 UNION St
688 west shore rd,0.5,688 W SHORE RD
10 second st,0.3333333333333333,10 MAIN St
29 s maple st,1.0,29 S MAPLE St
9 second st,0.3333333333333333,9 W St
22 martin hill rd,0.5,22 MAROUTEIN HILL RD
279 main st,1.0,279 MAIN St
53 booth woods,1.0,53 BOOTH WOODS
84 commodore dr,1.0,84 COMMODORE Dr
1312 fern lake rd,1.0,1312 FERN LAKE RD
7 macdonough dr,1.0,7 MACDONOUGH Dr
612 sleepy hollow ln,1.0,612 SLEEPY HOLLOW Ln
55 booth woods,1.0,55 BOOTH WOODS
206 main st,1.0,206 MAIN St
73 prospect st,1.0,73 PROSPECT ST
116 jenna ln,1.0,116 JENNA Ln
338 kelsey ln,1.0,338 KELSEY LN
183 green st,1.0,183 GREEN St
43 moss ln,1.0,43 MOSS Ln
36 first st,0.3333333333333333,36 CANAL St
326 fiddlehead rd,1.0,326 FIDDLEHEAD RD
10 crosby rd,1.0,10 CROSBY RD
2046 west shore rd,0.5,2046 W SHORE RD
22 maple mnr,0.3333333333333333,22 MAPLE MANOR
334 crosby hts,0.3333333333333333,334 CROSBY HEIGHTS
183 lakeview dr,1.0,183 LAKEVIEW DR
1679 shellhouse mountain rd,0.5,1679 SHELLHOUSE MTN. RD
74 green st,0.3333333333333333,74 N St
238 brunet ln,1.0,238 BRUNET Ln
2 bowman rd,1.0,2 BOWMAN RD
225 jones dr,0.3333333333333333,225 JONES RD
1256 lake dunmore rd,1.0,1256 LAKE DUNMORE RD
2 crosby ct,0.3333333333333333,2 CROSBY COUROUTE
4 thomas cir,0.3333333333333333,4 THOMAS CIRCLE
59 east st,0.3333333333333333,59 E St
272 shellhouse mountain rd,0.5,272 SHELLHOUSE MTN. RD
96 w main st,1.0,96 W MAIN St
303 smead rd,1.0,303 SMEAD RD
330 kelsey ln,0.3333333333333333,330 LEISURE LN
295 monkton rd,1.0,295 MONKTON RD
9 s maple st,0.6666666666666666,9 S St
34 sunset lake rd,1.0,34 SUNSET LAKE RD
946 west shore rd,0.25,946 CAVE RD
2228 hooker rd,1.0,2228 HOOKER RD
17 high st,1.0,17 HIGH St
3322 shellhouse mountain rd,0.5,3322 SHELLHOUSE MTN. RD
47 chipmans point rd,0.25,47 MONKTON RD
60 sunset lake rd,0.6666666666666666,60 SUNSET LAKE
5070 us route 7,0.6666666666666666,5070 ROUTE 7
71 w main st,1.0,71 W MAIN St
1094 wing rd,0.3333333333333333,1094 QUARRY RD
935 maple st,1.0,935 MAPLE ST
156 pine ln,1.0,156 PINE LN
435 rustic ln,0.6666666666666666,435 RUSTIC LN 2
241 s main st,1.0,241 S MAIN St
68 oak ln,1.0,68 OAK LN
4974 sand rd,1.0,4974 SAND RD
221 rock lndg,0.3333333333333333,221 ROCK LANDING
431 mount independence rd,0.5,431 MT INDEPENDENCE RD
136 clark woods rd,0.25,136 BURNHAM RD
630 leduc rd,1.0,630 LEDUC RD
1675 lime kiln rd,1.0,1675 LIME KILN RD
1971 us route 7,1.0,1971 US ROUTE 7
1805 lake dunmore rd,1.0,1805 LAKE DUNMORE RD
1044 us route 7,1.0,1044 US ROUTE 7
253 main st,1.0,253 MAIN St
155 s maple st,1.0,155 S MAPLE St
2958 lake dunmore rd,1.0,2958 LAKE DUNMORE RD
60 dean rd,1.0,60 DEAN RD
60 green st,1.0,60 GREEN St
28 swallow dr,0.3333333333333333,28 VINCENT Dr
17 school st,1.0,17 SCHOOL St
282 main st,1.0,282 MAIN St
150 crosby hts,0.3333333333333333,150 CROSBY HEIGHTS
48 fuller mountain rd,0.5,48 FULLER MTN. RD
191 green st,1.0,191 GREEN St
828 us route 7,1.0,828 US ROUTE 7
25 horton rd,0.3333333333333333,25 MONKTON RD
901 walker rd,1.0,901 WALKER RD
273 timber ln,0.0,273 ANDRUS PITCH
1083 shackett rd,1.0,1083 SHACKETT RD
734 ferson rd,1.0,734 FERSON RD
685 mount independence rd,0.25,685 TRI-TOWN RD
2 adele dr,1.0,2 ADELE Dr
185 leicester whiting rd,0.25,185 LEICESTER-WHITING RD
659 maple st,0.0,659 SHARD VILLA RD
863 monkton rd,1.0,863 MONKTON RD
103 dunmore acres dr,0.25,103 STONEWALL Dr
873 greenbush rd,1.0,873 GREENBUSH RD
983 dorie ln,1.0,983 DORIE Ln
132 leicester whiting rd,0.25,132 LEICESTER-WHITING RD
1350 us route 7,0.0,1350 COBB HILL RD
206 s main st,1.0,206 S MAIN St
22 dunmore acres dr,0.25,22 SUNSET Dr
959 fern lake rd,1.0,959 FERN LAKE RD
247 main st,1.0,247 MAIN St
33 n main st,1.0,33 N MAIN St
55 misty ln,1.0,55 MISTY LN
46 monkton rd,1.0,46 MONKTON RD
425 locust ln,1.0,425 LOCUST Ln
7261 ethan allen hwy,0.5,7261 ETHAN ALLEN HIGHWAY
101 shellhouse mountain rd,0.5,101 SHELLHOUSE MTN. RD
3 third st,0.3333333333333333,3 KING St
9 bishop hill rd,0.5,9 MAROUTEIN HILL RD
56 little chicago rd,1.0,56 LITTLE CHICAGO RD
45 old sawmill rd,1.0,45 OLD SAWMILL RD
644 dakin rd,1.0,644 DAKIN RD
125 lakeview dr,0.3333333333333333,125 COLIN Dr
1245 hooker rd,1.0,1245 HOOKER RD
185 green st,1.0,185 GREEN St
245 main st,1.0,245 MAIN ST
74 sage ct,0.3333333333333333,74 SAGE CROUTE
2655 lime kiln rd,1.0,2655 LIME KILN RD
7686 ethan allen hwy,0.5,7686 ETHAN ALLEN HIGHWAY
2917 lake dunmore rd,1.0,2917 LAKE DUNMORE RD
82 schoolhouse rd,1.0,82 SCHOOLHOUSE RD
2072 west shore rd,0.5,2072 W SHORE RD
3747 sand rd,1.0,3747 SAND RD
7 ridgeview dr,1.0,7 RIDGEVIEW Dr
80 oak hill ln,1.0,80 OAK HILL LN
301 west shore rd,0.6666666666666666,301 SHORE RD
18 first st,0.3333333333333333,18 E St
89 needham hill rd,1.0,89 NEEDHAM HILL RD
1 coventry ln,1.0,1 COVENTRY Ln
654 indian trl,1.0,654 INDIAN TRL
2302 fern lake rd,1.0,2302 FERN LAKE RD
1526 us route 7,1.0,1526 US ROUTE 7
1344 lake dunmore rd,0.0,1344 US ROUTE 7
603 kelsey ln,0.0,603 N MAIN St
2514 lime kiln rd,0.25,2514 MOUNTAIN RD
23 second st,0.3333333333333333,23 SHOROUTE St
30 west st,0.3333333333333333,30 SCHOOL St
34 mcknight ln,0.3333333333333333,34 PICNIC Ln
528 satterly rd,1.0,528 SATTERLY RD
124 pine ln,1.0,124 PINE LN
1627 shackett rd,1.0,1627 SHACKETT RD
1248 maple st,0.0,1248 VT ROUTE 17
2256 plank rd,1.0,2256 PLANK RD
689 rainey ln,0.3333333333333333,689 MAIDEN Ln
2105 sand rd,1.0,2105 SAND RD
41 s water st,1.0,41 S WATER St
898 delorm rd,1.0,898 DELORM RD
52 s water st,1.0,52 S WATER St
2450 lake dunmore rd,0.2,2450 CUTTING HILL RD
258 mount independence rd,0.25,258 N RD
65 main st,1.0,65 MAIN St
283 main st,0.0,283 STICKNEY RD
632 middlebrook rd,1.0,632 MIDDLEBROOK RD
278 sunset dr,1.0,278 SUNSET DR
635 maple st,0.0,635 BUTTOLPH Dr
4 crescent dr,1.0,4 CRESCENT Dr
163 westside dr,0.3333333333333333,163 STUROUTEEVANT Dr
65 old ledge ln,1.0,65 OLD LEDGE Ln
946 middlebrook rd,1.0,946 MIDDLEBROOK RD
19 second st,0.3333333333333333,19 VICTORY St
27 young rd,1.0,27 YOUNG RD
1133 monkton rd,1.0,1133 MONKTON RD
3951 lime kiln rd,1.0,3951 LIME KILN RD
30 new haven rd,1.0,30 NEW HAVEN RD
154 green st,1.0,154 GREEN St
67 middlebrook rd,1.0,67 MIDDLEBROOK RD
780 shackett rd,1.0,780 SHACKETT RD
2 booska ct,0.3333333333333333,2 BOOSKA COUROUTE
1847 lake dunmore rd,1.0,1847 LAKE DUNMORE RD
143 old stage rd,1.0,143 OLD STAGE RD
176 s maple st,1.0,176 S MAPLE St
103 griswold ln,0.3333333333333333,103 LAURA'S Ln
121 young rd,1.0,121 YOUNG RD
825 swinington hill rd,1.0,825 SWININGTON HILL RD
20 sunset dr,1.0,20 SUNSET Dr
516 maple st,0.3333333333333333,516 WEYBRIDGE St
1293 us route 7,1.0,1293 US ROUTE 7
632 mount independence rd,0.25,632 ROCKYDALE RD
133 pine ln,0.3333333333333333,133 EDGEWOOD Ln
87 upper plains rd,1.0,87 UPPER PLAINS RD
33 school st,1.0,33 SCHOOL St
54 school st,0.3333333333333333,54 N St
179 main st,1.0,179 MAIN St
1318 s middlebrook rd,1.0,1318 S MIDDLEBROOK RD
261 winding way,0.0,261 CHRISSY'S COUROUTE
21 bowman rd,1.0,21 BOWMAN RD
425 hawkins rd,1.0,425 HAWKINS RD
110 s maple st,1.0,110 S MAPLE St
3238 us route 7,0.6666666666666666,3238 ROUTE 7
15 hillside acres,1.0,15 HILLSIDE ACRES
621 split rock rd,0.25,621 FORREST RD
25 east st,0.3333333333333333,25 HIGH St
10 cataract pl,0.3333333333333333,10 CATARACT PLACE
446 buckwheat st,1.0,446 BUCKWHEAT St
23 booth woods,1.0,23 BOOTH WOODS
1962 us route 7,1.0,1962 US ROUTE 7
49 school st,1.0,49 SCHOOL St
2628 leicester whiting rd,1.0,2628 LEICESTER WHITING RD
774 upper plains rd,1.0,774 UPPER PLAINS RD
17 new haven rd,1.0,17 NEW HAVEN RD
300 main st,1.0,300 MAIN St
401 sand rd,1.0,401 SAND RD
19 mountain mdws,0.3333333333333333,19 MOUNTAIN St
113 dean rd,1.0,113 DEAN RD
3 depot rd,0.3333333333333333,3 HOPKINS RD
552 clark woods rd,1.0,552 CLARK WOODS RD
26 main st,1.0,26 MAIN St
981 dorie ln,1.0,981 DORIE Ln
418 green meadow ln,1.0,418 GREEN MEADOW Ln
498 route 66,1.0,498 ROUTE 66
581 upper plains rd,1.0,581 UPPER PLAINS RD
5 cataract pl,0.3333333333333333,5 CATARACT PLACE
20 parker ln,0.3333333333333333,20 SCOVEL Ln
4 second st,0.3333333333333333,4 HIGH St
163 s maple st,1.0,163 S MAPLE St
857 wing rd,1.0,857 WING RD
1045 satterly rd,0.25,1045 SHELLHOUSE MTN. RD
710 dakin rd,1.0,710 DAKIN RD
1325 lake dunmore rd,1.0,1325 LAKE DUNMORE RD
13 leicester whiting rd,0.25,13 LEICESTER-WHITING RD
646 mount independence rd,0.2,646 SUNSET LAKE RD
1042 fuller mountain rd,0.5,1042 FULLER MTN. RD
44 macdonough dr,1.0,44 MACDONOUGH Dr
